comp_name,exchange,per_end_date,gross_profit,tot_revnu,comm_stock_net
Apple Inc.,NSDQ,31-03-17,20591,52896,33579
Apple Inc.,NSDQ,30-06-17,17488,45408,34445
Apple Inc.,NSDQ,30-09-17,19931,52579,35867
Apple Inc.,NSDQ,31-12-17,33912,88293,36447
Apple Inc.,NSDQ,31-03-18,23422,61137,38044
Apple Inc.,NSDQ,30-06-18,20421,53265,38624
Apple Inc.,NSDQ,30-09-18,24084,62900,40201
Apple Inc.,NSDQ,31-12-18,32031,84310,40970
American Express Company,NYSE,31-12-11,29962,32282,232
American Express Company,NYSE,31-12-12,31555,33781,221
American Express Company,NYSE,31-12-13,32870,34828,213
American Express Company,NYSE,31-12-14,34188,35895,205
American Express Company,NYSE,31-12-15,32818,34441,194
American Express Company,NYSE,31-12-16,35438,37143,181
American Express Company,NYSE,31-12-17,36878,38990,172
American Express Company,NYSE,31-12-18,40338,43281,170
American Express Company,NYSE,31-03-11,7031,7624,240
American Express Company,NYSE,30-06-11,7618,8195,238
American Express Company,NYSE,30-09-11,7571,8146,233
American Express Company,NYSE,31-12-11,7742,8317,232
American Express Company,NYSE,31-03-12,7587,8161,233
American Express Company,NYSE,30-06-12,7965,8515,228
American Express Company,NYSE,30-09-12,7862,8420,224
American Express Company,NYSE,31-12-12,8141,8685,221
American Express Company,NYSE,31-03-13,7881,8400,220
American Express Company,NYSE,30-06-13,8245,8737,217
American Express Company,NYSE,30-09-13,8301,8785,215
American Express Company,NYSE,31-12-13,8443,8906,213
American Express Company,NYSE,31-03-14,8173,8612,212
American Express Company,NYSE,30-06-14,8631,9074,210
American Express Company,NYSE,30-09-14,8303,8723,207
American Express Company,NYSE,31-12-14,9081,9486,205
American Express Company,NYSE,31-03-15,7950,8360,204
American Express Company,NYSE,30-06-15,8284,8698,201
American Express Company,NYSE,30-09-15,8193,8592,197
American Express Company,NYSE,31-12-15,8391,8791,194
American Express Company,NYSE,31-03-16,8088,8513,191
American Express Company,NYSE,30-06-16,8235,8671,185
American Express Company,NYSE,30-09-16,7774,8204,184
American Express Company,NYSE,31-12-16,11341,11755,181
American Express Company,NYSE,31-03-17,8709,9152,179
American Express Company,NYSE,30-06-17,9172,9693,177
American Express Company,NYSE,30-09-17,9290,9858,175
American Express Company,NYSE,31-12-17,9707,10287,172
American Express Company,NYSE,31-03-18,9718,10339,172
American Express Company,NYSE,30-06-18,10002,10713,173
American Express Company,NYSE,30-09-18,10144,10921,171
American Express Company,NYSE,31-12-18,10474,11308,170
The Boeing Company,NYSE,31-12-11,12996,68735,5061
The Boeing Company,NYSE,31-12-12,13142,81698,5061
The Boeing Company,NYSE,31-12-13,13430,86623,5061
The Boeing Company,NYSE,31-12-14,14079,90762,5061
The Boeing Company,NYSE,31-12-15,14090,96114,5061
The Boeing Company,NYSE,31-12-16,14529,93496,5061
The Boeing Company,NYSE,31-12-17,17463,94005,5061
The Boeing Company,NYSE,31-12-18,19706,101127,5061
The Boeing Company,NYSE,31-03-11,2894,14910,5061
The Boeing Company,NYSE,30-06-11,3372,16543,5061
The Boeing Company,NYSE,30-09-11,3402,17727,5061
The Boeing Company,NYSE,31-12-11,3328,19555,5061
The Boeing Company,NYSE,31-03-12,3342,19383,5061
The Boeing Company,NYSE,30-06-12,3284,20005,5061
The Boeing Company,NYSE,30-09-12,3236,20008,5061
The Boeing Company,NYSE,31-12-12,3280,22302,5061
The Boeing Company,NYSE,31-03-13,3156,18893,5061
The Boeing Company,NYSE,30-06-13,3383,21815,5061
The Boeing Company,NYSE,30-09-13,3474,22130,5061
The Boeing Company,NYSE,31-12-13,3417,23785,5061
The Boeing Company,NYSE,31-03-14,3187,20465,5061
The Boeing Company,NYSE,30-06-14,3392,22045,5061
The Boeing Company,NYSE,30-09-14,3727,23784,5061
The Boeing Company,NYSE,31-12-14,3773,24468,5061
The Boeing Company,NYSE,31-03-15,3669,22149,5061
The Boeing Company,NYSE,30-06-15,3210,24543,5061
The Boeing Company,NYSE,30-09-15,4265,25849,5061
The Boeing Company,NYSE,31-12-15,2946,23573,5061
The Boeing Company,NYSE,31-03-16,3551,22632,5061
The Boeing Company,NYSE,30-06-16,2446,24755,5061
The Boeing Company,NYSE,30-09-16,4008,23898,5061
The Boeing Company,NYSE,31-12-16,4524,22211,5061
The Boeing Company,NYSE,31-03-17,3901,21961,5061
The Boeing Company,NYSE,30-06-17,4362,23051,5061
The Boeing Company,NYSE,30-09-17,4294,24223,5061
The Boeing Company,NYSE,31-12-17,4906,24770,5061
The Boeing Company,NYSE,31-03-18,4574,23382,5061
The Boeing Company,NYSE,30-06-18,4739,24258,5061
The Boeing Company,NYSE,30-09-18,4124,25146,5061
The Boeing Company,NYSE,31-12-18,6269,28341,5061
Caterpillar Inc.,NYSE,31-12-11,16560,60138,4273
Caterpillar Inc.,NYSE,31-12-12,18820,65875,4481
Caterpillar Inc.,NYSE,31-12-13,14929,55656,4709
Caterpillar Inc.,NYSE,31-12-14,14466,55184,5016
Caterpillar Inc.,NYSE,31-12-15,13465,47011,5238
Caterpillar Inc.,NYSE,31-12-16,10493,38537,5277
Caterpillar Inc.,NYSE,31-12-17,14202,45462,5593
Caterpillar Inc.,NYSE,31-12-18,17725,54722,5827
Caterpillar Inc.,NYSE,31-03-11,3892,12949,4044
Caterpillar Inc.,NYSE,30-06-11,3927,14230,4165
Caterpillar Inc.,NYSE,30-09-11,4261,15716,4229
Caterpillar Inc.,NYSE,31-12-11,4480,17243,4273
Caterpillar Inc.,NYSE,31-03-12,4744,15981,4351
Caterpillar Inc.,NYSE,30-06-12,5094,17374,4373
Caterpillar Inc.,NYSE,30-09-12,4806,16445,4449
Caterpillar Inc.,NYSE,31-12-12,4176,16075,4481
Caterpillar Inc.,NYSE,31-03-13,3571,13210,4510
Caterpillar Inc.,NYSE,30-06-13,3848,14621,4591
Caterpillar Inc.,NYSE,30-09-13,3649,13423,4657
Caterpillar Inc.,NYSE,31-12-13,3861,14402,4709
Caterpillar Inc.,NYSE,31-03-14,3804,13241,4773
Caterpillar Inc.,NYSE,30-06-14,3953,14150,4890
Caterpillar Inc.,NYSE,30-09-14,3915,13549,4968
Caterpillar Inc.,NYSE,31-12-14,2794,14244,5016
Caterpillar Inc.,NYSE,31-03-15,3942,12702,5101
Caterpillar Inc.,NYSE,30-06-15,3643,12317,5142
Caterpillar Inc.,NYSE,30-09-15,3090,10962,5190
Caterpillar Inc.,NYSE,31-12-15,2790,11030,5238
Caterpillar Inc.,NYSE,31-03-16,2639,9461,5247
Caterpillar Inc.,NYSE,30-06-16,2923,10342,5277
Caterpillar Inc.,NYSE,30-09-16,2633,9160,5266
Caterpillar Inc.,NYSE,31-12-16,2298,9574,5277
Caterpillar Inc.,NYSE,31-03-17,3021,9822,5222
Caterpillar Inc.,NYSE,30-06-17,3515,11331,5316
Caterpillar Inc.,NYSE,30-09-17,3735,11413,5460
Caterpillar Inc.,NYSE,31-12-17,3931,12896,5593
Caterpillar Inc.,NYSE,31-03-18,4293,12859,5640
Caterpillar Inc.,NYSE,30-06-18,4589,14011,5746
Caterpillar Inc.,NYSE,30-09-18,4488,13510,5715
Caterpillar Inc.,NYSE,31-12-18,4355,14342,5827
"Cisco Systems, Inc.",NSDQ,31-07-11,26536,43218,38648
"Cisco Systems, Inc.",NSDQ,31-07-12,28209,46061,39271
"Cisco Systems, Inc.",NSDQ,31-07-13,29440,48607,42297
"Cisco Systems, Inc.",NSDQ,31-07-14,27769,47142,41884
"Cisco Systems, Inc.",NSDQ,31-07-15,29681,49161,43592
"Cisco Systems, Inc.",NSDQ,31-07-16,30960,49247,44516
"Cisco Systems, Inc.",NSDQ,31-07-17,30224,48005,45253
"Cisco Systems, Inc.",NSDQ,31-07-18,30606,49330,42820
"Cisco Systems, Inc.",NSDQ,31-01-11,6261,10407,38302
"Cisco Systems, Inc.",NSDQ,30-04-11,6659,10866,38639
"Cisco Systems, Inc.",NSDQ,31-07-11,6861,11195,38648
"Cisco Systems, Inc.",NSDQ,31-10-11,6890,11256,38297
"Cisco Systems, Inc.",NSDQ,31-01-12,7065,11527,38906
"Cisco Systems, Inc.",NSDQ,30-04-12,7169,11588,39510
"Cisco Systems, Inc.",NSDQ,31-07-12,7085,11690,39271
"Cisco Systems, Inc.",NSDQ,31-10-12,7239,11876,39290
"Cisco Systems, Inc.",NSDQ,31-01-13,7343,12098,39970
"Cisco Systems, Inc.",NSDQ,30-04-13,7511,12216,40431
"Cisco Systems, Inc.",NSDQ,31-07-13,7347,12417,42297
"Cisco Systems, Inc.",NSDQ,31-10-13,7407,12085,42166
"Cisco Systems, Inc.",NSDQ,31-01-14,5951,11155,41438
"Cisco Systems, Inc.",NSDQ,30-04-14,7006,11545,41241
"Cisco Systems, Inc.",NSDQ,31-07-14,7405,12357,41884
"Cisco Systems, Inc.",NSDQ,31-10-14,7333,12245,41984
"Cisco Systems, Inc.",NSDQ,31-01-15,7090,11936,42685
"Cisco Systems, Inc.",NSDQ,30-04-15,7525,12137,43133
"Cisco Systems, Inc.",NSDQ,31-07-15,7733,12843,43592
"Cisco Systems, Inc.",NSDQ,31-10-15,7832,12682,43643
"Cisco Systems, Inc.",NSDQ,31-01-16,7432,11927,43857
"Cisco Systems, Inc.",NSDQ,30-04-16,7721,12000,44137
"Cisco Systems, Inc.",NSDQ,31-07-16,7975,12638,44516
"Cisco Systems, Inc.",NSDQ,31-10-16,7884,12352,44236
"Cisco Systems, Inc.",NSDQ,31-01-17,7276,11580,44585
"Cisco Systems, Inc.",NSDQ,30-04-17,7518,11940,45003
"Cisco Systems, Inc.",NSDQ,31-07-17,7546,12133,45253
"Cisco Systems, Inc.",NSDQ,31-10-17,7427,12136,44872
"Cisco Systems, Inc.",NSDQ,31-01-18,7498,11887,44535
"Cisco Systems, Inc.",NSDQ,30-04-18,7759,12463,43556
"Cisco Systems, Inc.",NSDQ,31-07-18,7922,12844,42820
"Cisco Systems, Inc.",NSDQ,31-10-18,8146,13072,41897
"Cisco Systems, Inc.",NSDQ,31-01-19,7773,12446,41361
Chevron Corporation,NYSE,31-12-11,88155,253706,1832
Chevron Corporation,NYSE,31-12-12,88767,241909,1832
Chevron Corporation,NYSE,31-12-13,81089,228848,1832
Chevron Corporation,NYSE,31-12-14,79759,211970,1832
Chevron Corporation,NYSE,31-12-15,56696,138477,1832
Chevron Corporation,NYSE,31-12-16,43483,114472,1832
Chevron Corporation,NYSE,31-12-17,53626,141722,1832
Chevron Corporation,NYSE,31-12-18,66894,166339,1832
Chevron Corporation,NYSE,31-03-11,20579,60341,1832
Chevron Corporation,NYSE,30-06-11,23346,68948,1832
Chevron Corporation,NYSE,30-09-11,23288,64432,1832
Chevron Corporation,NYSE,31-12-11,20942,59985,1832
Chevron Corporation,NYSE,31-03-12,21800,60705,1832
Chevron Corporation,NYSE,30-06-12,22802,62608,1832
Chevron Corporation,NYSE,30-09-12,20823,58044,1832
Chevron Corporation,NYSE,31-12-12,23342,60552,1832
Chevron Corporation,NYSE,31-03-13,20771,56818,1832
Chevron Corporation,NYSE,30-06-13,19747,57369,1832
Chevron Corporation,NYSE,30-09-13,20315,58503,1832
Chevron Corporation,NYSE,31-12-13,20256,56158,1832
Chevron Corporation,NYSE,31-03-14,19423,53265,1832
Chevron Corporation,NYSE,30-06-14,20927,57938,1832
Chevron Corporation,NYSE,30-09-14,20702,54679,1832
Chevron Corporation,NYSE,31-12-14,18707,46088,1832
Chevron Corporation,NYSE,31-03-15,14247,34558,1832
Chevron Corporation,NYSE,30-06-15,16643,40357,1832
Chevron Corporation,NYSE,30-09-15,13985,34315,1832
Chevron Corporation,NYSE,31-12-15,11821,29247,1832
Chevron Corporation,NYSE,31-03-16,9464,23553,1832
Chevron Corporation,NYSE,30-06-16,11031,29282,1832
Chevron Corporation,NYSE,30-09-16,11336,30140,1832
Chevron Corporation,NYSE,31-12-16,11652,31497,1832
Chevron Corporation,NYSE,31-03-17,13044,33421,1832
Chevron Corporation,NYSE,30-06-17,13090,34480,1832
Chevron Corporation,NYSE,30-09-17,14216,36205,1832
Chevron Corporation,NYSE,31-12-17,13276,37616,1832
Chevron Corporation,NYSE,31-03-18,15187,37764,1832
Chevron Corporation,NYSE,30-06-18,16129,42236,1832
Chevron Corporation,NYSE,30-09-18,18047,43987,1832
Chevron Corporation,NYSE,31-12-18,17531,42352,1832
The Walt Disney Company,NYSE,30-09-11,7781,40893,30296
The Walt Disney Company,NYSE,30-09-12,18810,42278,31731
The Walt Disney Company,NYSE,30-09-13,20007,45041,33440
The Walt Disney Company,NYSE,30-09-14,22393,48813,34301
The Walt Disney Company,NYSE,30-09-15,24101,52465,35122
The Walt Disney Company,NYSE,30-09-16,25639,55632,35859
The Walt Disney Company,NYSE,30-09-17,24831,55137,36248
The Walt Disney Company,NYSE,30-09-18,26708,59434,36779
The Walt Disney Company,NYSE,31-03-11,1528,9077,29938
The Walt Disney Company,NYSE,30-06-11,2446,10675,30159
The Walt Disney Company,NYSE,30-09-11,1867,10425,30296
The Walt Disney Company,NYSE,31-12-11,2192,10779,30525
The Walt Disney Company,NYSE,31-03-12,1687,9629,30948
The Walt Disney Company,NYSE,30-06-12,2960,11088,31427
The Walt Disney Company,NYSE,30-09-12,2024,10782,31731
The Walt Disney Company,NYSE,31-12-12,2092,11341,32662
The Walt Disney Company,NYSE,31-03-13,2195,10554,32929
The Walt Disney Company,NYSE,30-06-13,3004,11578,33245
The Walt Disney Company,NYSE,30-09-13,2159,11568,33440
The Walt Disney Company,NYSE,31-12-13,5244,12309,33679
The Walt Disney Company,NYSE,31-03-14,5677,11649,33942
The Walt Disney Company,NYSE,30-06-14,6102,12466,34123
The Walt Disney Company,NYSE,30-09-14,2396,12389,34301
The Walt Disney Company,NYSE,31-12-14,5735,13391,34488
The Walt Disney Company,NYSE,31-03-15,5771,12461,34720
The Walt Disney Company,NYSE,30-06-15,6438,13101,34930
The Walt Disney Company,NYSE,30-09-15,6157,13512,35122
The Walt Disney Company,NYSE,31-12-15,6621,15244,35249
The Walt Disney Company,NYSE,31-03-16,6105,12969,35448
The Walt Disney Company,NYSE,30-06-16,7076,14277,35683
The Walt Disney Company,NYSE,30-09-16,5837,13142,35859
The Walt Disney Company,NYSE,31-12-16,6378,14784,35906
The Walt Disney Company,NYSE,31-03-17,6367,13336,36100
The Walt Disney Company,NYSE,30-06-17,6521,14238,36119
The Walt Disney Company,NYSE,30-09-17,5565,12779,36248
The Walt Disney Company,NYSE,31-12-17,6622,15351,36254
The Walt Disney Company,NYSE,31-03-18,7015,14548,36411
The Walt Disney Company,NYSE,30-06-18,6880,15228,36574
The Walt Disney Company,NYSE,30-09-18,6191,14307,36779
The Walt Disney Company,NYSE,31-12-18,6302,15303,36799
General Electric Company,NYSE,31-12-11,78264,146542,702
General Electric Company,NYSE,31-12-12,72374,146684,702
General Electric Company,NYSE,31-12-13,33404,113245,702
General Electric Company,NYSE,31-12-14,33480,117184,702
General Electric Company,NYSE,31-12-15,34693,117386,702
General Electric Company,NYSE,31-12-16,31817,119469,702
General Electric Company,NYSE,31-12-17,27360,118243,702
General Electric Company,NYSE,31-12-18,28944,121615,702
General Electric Company,NYSE,31-03-11,21613,38329,702
General Electric Company,NYSE,30-06-11,18206,35623,702
General Electric Company,NYSE,30-09-11,18605,35364,702
General Electric Company,NYSE,31-12-11,19840,37226,702
General Electric Company,NYSE,31-03-12,17211,35080,702
General Electric Company,NYSE,30-06-12,17198,36397,702
General Electric Company,NYSE,30-09-12,17745,36254,702
General Electric Company,NYSE,31-12-12,20220,38953,702
General Electric Company,NYSE,31-03-13,17628,34943,702
General Electric Company,NYSE,30-06-13,16568,35059,702
General Electric Company,NYSE,30-09-13,16206,35661,702
General Electric Company,NYSE,31-12-13,-16998,7582,702
General Electric Company,NYSE,31-03-14,15026,33548,702
General Electric Company,NYSE,30-06-14,12254,32260,702
General Electric Company,NYSE,30-09-14,12367,32107,702
General Electric Company,NYSE,31-12-14,-6167,19269,702
General Electric Company,NYSE,31-03-15,7557,26239,702
General Electric Company,NYSE,30-06-15,8654,29226,702
General Electric Company,NYSE,30-09-15,8173,28028,702
General Electric Company,NYSE,31-12-15,10308,33892,702
General Electric Company,NYSE,31-03-16,7484,27845,702
General Electric Company,NYSE,30-06-16,11111,33494,702
General Electric Company,NYSE,30-09-16,8300,29266,702
General Electric Company,NYSE,31-12-16,4922,28864,702
General Electric Company,NYSE,31-03-17,6651,26881,702
General Electric Company,NYSE,30-06-17,7474,29097,702
General Electric Company,NYSE,30-09-17,6991,30662,702
General Electric Company,NYSE,31-12-17,6244,31603,702
General Electric Company,NYSE,31-03-18,7134,28660,702
General Electric Company,NYSE,30-06-18,7680,30104,702
General Electric Company,NYSE,30-09-18,6727,29573,702
General Electric Company,NYSE,31-12-18,7403,33278,702
"The Goldman Sachs Group, Inc.",NYSE,31-12-11,26348,28811,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-12,31955,34163,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-13,31865,34206,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-14,32027,34528,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-15,31244,33820,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-16,27967,30790,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-17,29854,32730,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-18,33416,36616,9
"The Goldman Sachs Group, Inc.",NYSE,31-03-11,11274,11894,8
"The Goldman Sachs Group, Inc.",NYSE,30-06-11,6666,7281,8
"The Goldman Sachs Group, Inc.",NYSE,30-09-11,2919,3587,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-11,5489,6049,8
"The Goldman Sachs Group, Inc.",NYSE,31-03-12,9382,9949,8
"The Goldman Sachs Group, Inc.",NYSE,30-06-12,6083,6627,8
"The Goldman Sachs Group, Inc.",NYSE,30-09-12,7804,8351,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-12,8686,9236,8
"The Goldman Sachs Group, Inc.",NYSE,31-03-13,9529,10090,8
"The Goldman Sachs Group, Inc.",NYSE,30-06-13,7999,8612,8
"The Goldman Sachs Group, Inc.",NYSE,30-09-13,6149,6722,8
"The Goldman Sachs Group, Inc.",NYSE,31-12-13,8188,8782,8
"The Goldman Sachs Group, Inc.",NYSE,31-03-14,8733,9328,8
"The Goldman Sachs Group, Inc.",NYSE,30-06-14,8512,9125,8
"The Goldman Sachs Group, Inc.",NYSE,30-09-14,7763,8387,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-14,7019,7688,9
"The Goldman Sachs Group, Inc.",NYSE,31-03-15,9979,10617,9
"The Goldman Sachs Group, Inc.",NYSE,30-06-15,8422,9069,9
"The Goldman Sachs Group, Inc.",NYSE,30-09-15,6196,6861,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-15,6647,7273,9
"The Goldman Sachs Group, Inc.",NYSE,31-03-16,5647,6338,9
"The Goldman Sachs Group, Inc.",NYSE,30-06-16,7307,7932,9
"The Goldman Sachs Group, Inc.",NYSE,30-09-16,7555,8168,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-16,7458,8352,9
"The Goldman Sachs Group, Inc.",NYSE,31-03-17,7334,8026,9
"The Goldman Sachs Group, Inc.",NYSE,30-06-17,7146,7887,9
"The Goldman Sachs Group, Inc.",NYSE,30-09-17,7615,8326,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-17,7759,8491,9
"The Goldman Sachs Group, Inc.",NYSE,31-03-18,9192,10036,9
"The Goldman Sachs Group, Inc.",NYSE,30-06-18,8590,9402,9
"The Goldman Sachs Group, Inc.",NYSE,30-09-18,7932,8646,9
"The Goldman Sachs Group, Inc.",NYSE,31-12-18,7702,8532,9
"The Home Depot, Inc.",NYSE,31-01-11,23304,67997,86
"The Home Depot, Inc.",NYSE,31-01-12,24262,70395,87
"The Home Depot, Inc.",NYSE,31-01-13,25842,74754,88
"The Home Depot, Inc.",NYSE,31-01-14,26915,78812,88
"The Home Depot, Inc.",NYSE,31-01-15,28389,83176,88
"The Home Depot, Inc.",NYSE,31-01-16,30265,88519,88
"The Home Depot, Inc.",NYSE,31-01-17,32313,94595,88
"The Home Depot, Inc.",NYSE,31-01-18,34356,100904,89
"The Home Depot, Inc.",NYSE,31-01-19,37160,108203,89
"The Home Depot, Inc.",NYSE,31-01-11,5243,15126,86
"The Home Depot, Inc.",NYSE,30-04-11,5828,16823,86
"The Home Depot, Inc.",NYSE,31-07-11,6876,20232,86
"The Home Depot, Inc.",NYSE,31-10-11,5961,17326,86
"The Home Depot, Inc.",NYSE,31-01-12,5597,16014,87
"The Home Depot, Inc.",NYSE,30-04-12,6183,17808,87
"The Home Depot, Inc.",NYSE,31-07-12,7026,20570,87
"The Home Depot, Inc.",NYSE,31-10-12,6267,18130,88
"The Home Depot, Inc.",NYSE,31-01-13,6366,18246,88
"The Home Depot, Inc.",NYSE,30-04-13,6679,19124,88
"The Home Depot, Inc.",NYSE,31-07-13,7721,22522,88
"The Home Depot, Inc.",NYSE,31-10-13,6798,19470,88
"The Home Depot, Inc.",NYSE,31-01-14,5717,17696,88
"The Home Depot, Inc.",NYSE,30-04-14,6757,19687,88
"The Home Depot, Inc.",NYSE,31-07-14,8007,23811,88
"The Home Depot, Inc.",NYSE,31-10-14,7043,20516,88
"The Home Depot, Inc.",NYSE,31-01-15,6582,19162,88
"The Home Depot, Inc.",NYSE,30-04-15,7179,20891,88
"The Home Depot, Inc.",NYSE,31-07-15,8365,24829,88
"The Home Depot, Inc.",NYSE,31-10-15,7565,21819,88
"The Home Depot, Inc.",NYSE,31-01-16,7156,20980,88
"The Home Depot, Inc.",NYSE,30-04-16,7791,22762,88
"The Home Depot, Inc.",NYSE,31-07-16,8927,26472,88
"The Home Depot, Inc.",NYSE,31-10-16,8042,23154,88
"The Home Depot, Inc.",NYSE,31-01-17,7553,22207,88
"The Home Depot, Inc.",NYSE,30-04-17,8154,23887,89
"The Home Depot, Inc.",NYSE,31-07-17,9461,28108,89
"The Home Depot, Inc.",NYSE,31-10-17,8648,25026,89
"The Home Depot, Inc.",NYSE,31-01-18,8093,23883,89
"The Home Depot, Inc.",NYSE,30-04-18,8617,24947,89
"The Home Depot, Inc.",NYSE,31-07-18,10365,30463,89
"The Home Depot, Inc.",NYSE,31-10-18,9151,26302,89
"The Home Depot, Inc.",NYSE,31-01-19,9027,26491,89
International Business Machines Corporation,NYSE,31-12-11,50138,106916,48129
International Business Machines Corporation,NYSE,31-12-12,50361,102874,50110
International Business Machines Corporation,NYSE,31-12-13,48684,98367,51594
International Business Machines Corporation,NYSE,31-12-14,46407,92793,52666
International Business Machines Corporation,NYSE,31-12-15,40684,81741,53262
International Business Machines Corporation,NYSE,31-12-16,38517,79919,53935
International Business Machines Corporation,NYSE,31-12-17,36943,79139,54566
International Business Machines Corporation,NYSE,31-12-18,36936,79591,55151
International Business Machines Corporation,NYSE,31-03-11,10858,24607,46278
International Business Machines Corporation,NYSE,30-06-11,12384,26666,46975
International Business Machines Corporation,NYSE,30-09-11,12173,26157,47558
International Business Machines Corporation,NYSE,31-12-11,14723,29486,48129
International Business Machines Corporation,NYSE,31-03-12,11119,24673,48800
International Business Machines Corporation,NYSE,30-06-12,12281,25783,49157
International Business Machines Corporation,NYSE,30-09-12,11732,24747,49603
International Business Machines Corporation,NYSE,31-12-12,15229,27671,50110
International Business Machines Corporation,NYSE,31-03-13,10678,23408,50522
International Business Machines Corporation,NYSE,30-06-13,12132,24924,50886
International Business Machines Corporation,NYSE,30-09-13,11430,23338,51203
International Business Machines Corporation,NYSE,31-12-13,14444,26697,51594
International Business Machines Corporation,NYSE,31-03-14,10628,22236,51943
International Business Machines Corporation,NYSE,30-06-14,12043,24047,52163
International Business Machines Corporation,NYSE,30-09-14,10874,22397,52446
International Business Machines Corporation,NYSE,31-12-14,12862,24113,52666
International Business Machines Corporation,NYSE,31-03-15,9452,19590,52928
International Business Machines Corporation,NYSE,30-06-15,10390,20813,53059
International Business Machines Corporation,NYSE,30-09-15,9436,19280,53220
International Business Machines Corporation,NYSE,31-12-15,11406,22058,53262
International Business Machines Corporation,NYSE,31-03-16,8686,18684,53439
International Business Machines Corporation,NYSE,30-06-16,9702,20238,53565
International Business Machines Corporation,NYSE,30-09-16,9013,19226,53759
International Business Machines Corporation,NYSE,31-12-16,11116,21771,53935
International Business Machines Corporation,NYSE,31-03-17,7945,18155,54104
International Business Machines Corporation,NYSE,30-06-17,8968,19289,54235
International Business Machines Corporation,NYSE,30-09-17,8982,19153,54395
International Business Machines Corporation,NYSE,31-12-17,11048,22542,54566
International Business Machines Corporation,NYSE,31-03-18,8246,19072,54712
International Business Machines Corporation,NYSE,30-06-18,9199,20003,54827
International Business Machines Corporation,NYSE,30-09-18,8804,18756,54987
International Business Machines Corporation,NYSE,31-12-18,10687,21760,55151
Intel Corporation,NSDQ,31-12-11,33757,53999,17036
Intel Corporation,NSDQ,31-12-12,33151,53341,19464
Intel Corporation,NSDQ,31-12-13,31521,52708,21536
Intel Corporation,NSDQ,31-12-14,35609,55870,21781
Intel Corporation,NSDQ,31-12-15,34679,55355,23411
Intel Corporation,NSDQ,31-12-16,36233,59387,25373
Intel Corporation,NSDQ,31-12-17,39098,62761,26074
Intel Corporation,NSDQ,31-12-18,43737,70848,25365
Intel Corporation,NSDQ,31-03-11,7885,12847,16271
Intel Corporation,NSDQ,30-06-11,7902,13032,16245
Intel Corporation,NSDQ,30-09-11,9018,14233,16247
Intel Corporation,NSDQ,31-12-11,8952,13887,17036
Intel Corporation,NSDQ,31-03-12,8265,12906,18381
Intel Corporation,NSDQ,30-06-12,8554,13501,18883
Intel Corporation,NSDQ,30-09-12,8515,13457,19278
Intel Corporation,NSDQ,31-12-12,7817,13477,19464
Intel Corporation,NSDQ,31-03-13,7066,12580,20098
Intel Corporation,NSDQ,30-06-13,7470,12811,20678
Intel Corporation,NSDQ,30-09-13,8414,13483,21113
Intel Corporation,NSDQ,31-12-13,8571,13834,21536
Intel Corporation,NSDQ,31-03-14,7613,12764,22166
Intel Corporation,NSDQ,30-06-14,8917,13831,22475
Intel Corporation,NSDQ,30-09-14,9458,14554,21894
Intel Corporation,NSDQ,31-12-14,9621,14721,21781
Intel Corporation,NSDQ,31-03-15,7730,12781,22395
Intel Corporation,NSDQ,30-06-15,8248,13195,22625
Intel Corporation,NSDQ,30-09-15,9111,14465,23001
Intel Corporation,NSDQ,31-12-15,9590,14914,23411
Intel Corporation,NSDQ,31-03-16,8130,13702,24088
Intel Corporation,NSDQ,30-06-16,7973,13533,24317
Intel Corporation,NSDQ,30-09-16,9983,15778,25070
Intel Corporation,NSDQ,31-12-16,10147,16374,25373
Intel Corporation,NSDQ,31-03-17,9160,14796,25890
Intel Corporation,NSDQ,30-06-17,9096,14763,25781
Intel Corporation,NSDQ,30-09-17,10064,16149,26547
Intel Corporation,NSDQ,31-12-17,10778,17053,26074
Intel Corporation,NSDQ,31-03-18,9731,16066,26430
Intel Corporation,NSDQ,30-06-18,10419,16962,25470
Intel Corporation,NSDQ,30-09-18,12360,19163,25492
Intel Corporation,NSDQ,31-12-18,11227,18657,25365
Johnson & Johnson,NYSE,31-12-11,44670,65030,3120
Johnson & Johnson,NYSE,31-12-12,45566,67224,3120
Johnson & Johnson,NYSE,31-12-13,48970,71312,3120
Johnson & Johnson,NYSE,31-12-14,51585,74331,3120
Johnson & Johnson,NYSE,31-12-15,48538,70074,3120
Johnson & Johnson,NYSE,31-12-16,50101,71890,3120
Johnson & Johnson,NYSE,31-12-17,51011,76450,3120
Johnson & Johnson,NYSE,31-12-18,54490,81581,3120
Johnson & Johnson,NYSE,31-03-11,11395,16173,3120
Johnson & Johnson,NYSE,30-06-11,11425,16597,3120
