comp_name,exchange,per_end_date,gross_profit,tot_revnu,comm_stock_net
Johnson & Johnson,NYSE,30-09-11,10933,16005,3120
Johnson & Johnson,NYSE,31-12-11,10917,16255,3120
Johnson & Johnson,NYSE,31-03-12,11224,16139,3120
Johnson & Johnson,NYSE,30-06-12,11332,16475,3120
Johnson & Johnson,NYSE,30-09-12,11455,17052,3120
Johnson & Johnson,NYSE,31-12-12,11555,17558,3120
Johnson & Johnson,NYSE,31-03-13,11951,17505,3120
Johnson & Johnson,NYSE,30-06-13,12388,17877,3120
Johnson & Johnson,NYSE,30-09-13,12231,17575,3120
Johnson & Johnson,NYSE,31-12-13,12400,18355,3120
Johnson & Johnson,NYSE,31-03-14,12660,18115,3120
Johnson & Johnson,NYSE,30-06-14,13456,19495,3120
Johnson & Johnson,NYSE,30-09-14,13068,18467,3120
Johnson & Johnson,NYSE,31-12-14,12401,18254,3120
Johnson & Johnson,NYSE,31-03-15,12092,17374,3120
Johnson & Johnson,NYSE,30-06-15,12430,17787,3120
Johnson & Johnson,NYSE,30-09-15,11878,17102,3120
Johnson & Johnson,NYSE,31-12-15,12138,17811,3120
Johnson & Johnson,NYSE,31-03-16,12153,17482,3120
Johnson & Johnson,NYSE,30-06-16,13146,18482,3120
Johnson & Johnson,NYSE,30-09-16,12334,17820,3120
Johnson & Johnson,NYSE,31-12-16,12468,18106,3120
Johnson & Johnson,NYSE,31-03-17,12357,17766,3120
Johnson & Johnson,NYSE,30-06-17,12993,18839,3120
Johnson & Johnson,NYSE,30-09-17,12725,19650,3120
Johnson & Johnson,NYSE,31-12-17,12936,20195,3120
Johnson & Johnson,NYSE,31-03-18,13395,20009,3120
Johnson & Johnson,NYSE,30-06-18,13903,20830,3120
Johnson & Johnson,NYSE,30-09-18,13759,20348,3120
Johnson & Johnson,NYSE,31-12-18,13433,20394,3120
JPMorgan Chase & Co.,NYSE,31-12-11,97234,110838,4105
JPMorgan Chase & Co.,NYSE,31-12-12,97031,108074,4105
JPMorgan Chase & Co.,NYSE,31-12-13,97367,106717,4105
JPMorgan Chase & Co.,NYSE,31-12-14,95112,103009,4105
JPMorgan Chase & Co.,NYSE,31-12-15,93543,101006,4105
JPMorgan Chase & Co.,NYSE,31-12-16,96569,106387,4105
JPMorgan Chase & Co.,NYSE,31-12-17,100705,114980,4105
JPMorgan Chase & Co.,NYSE,31-12-18,109029,131412,4105
JPMorgan Chase & Co.,NYSE,31-03-11,25221,28763,4105
JPMorgan Chase & Co.,NYSE,30-06-11,26779,30575,4105
JPMorgan Chase & Co.,NYSE,30-09-11,23763,27106,4105
JPMorgan Chase & Co.,NYSE,31-12-11,21471,24394,4105
JPMorgan Chase & Co.,NYSE,31-03-12,26052,29087,4105
JPMorgan Chase & Co.,NYSE,30-06-12,22180,25133,4105
JPMorgan Chase & Co.,NYSE,30-09-12,25146,27799,4105
JPMorgan Chase & Co.,NYSE,31-12-12,23653,26055,4105
JPMorgan Chase & Co.,NYSE,31-03-13,25122,27554,4105
JPMorgan Chase & Co.,NYSE,30-06-13,25211,27579,4105
JPMorgan Chase & Co.,NYSE,30-09-13,23117,25408,4105
JPMorgan Chase & Co.,NYSE,31-12-13,23917,26176,4105
JPMorgan Chase & Co.,NYSE,31-03-14,23215,25341,4105
JPMorgan Chase & Co.,NYSE,30-06-14,24678,26741,4105
JPMorgan Chase & Co.,NYSE,30-09-14,24469,26288,4105
JPMorgan Chase & Co.,NYSE,31-12-14,22750,24639,4105
JPMorgan Chase & Co.,NYSE,31-03-15,24066,25954,4105
JPMorgan Chase & Co.,NYSE,30-06-15,23812,25642,4105
JPMorgan Chase & Co.,NYSE,30-09-15,22780,24595,4105
JPMorgan Chase & Co.,NYSE,31-12-15,22885,24815,4105
JPMorgan Chase & Co.,NYSE,31-03-16,23239,25411,4105
JPMorgan Chase & Co.,NYSE,30-06-16,24380,26846,4105
JPMorgan Chase & Co.,NYSE,30-09-16,24673,27140,4105
JPMorgan Chase & Co.,NYSE,31-12-16,24277,26990,4105
JPMorgan Chase & Co.,NYSE,31-03-17,24939,27917,4105
JPMorgan Chase & Co.,NYSE,30-06-17,25731,29173,4105
JPMorgan Chase & Co.,NYSE,30-09-17,25578,29467,4105
JPMorgan Chase & Co.,NYSE,31-12-17,24457,28423,4105
JPMorgan Chase & Co.,NYSE,31-03-18,27907,32290,4105
JPMorgan Chase & Co.,NYSE,30-06-18,27753,33137,4105
JPMorgan Chase & Co.,NYSE,30-09-18,27260,33192,4105
JPMorgan Chase & Co.,NYSE,31-12-18,26109,32793,4105
Coca-Cola Company (The),NYSE,31-12-11,28327,46542,1760
Coca-Cola Company (The),NYSE,31-12-12,28964,48017,1760
Coca-Cola Company (The),NYSE,31-12-13,28433,46854,1760
Coca-Cola Company (The),NYSE,31-12-14,28109,45998,1760
Coca-Cola Company (The),NYSE,31-12-15,26812,44294,1760
Coca-Cola Company (The),NYSE,31-12-16,25398,41863,1760
Coca-Cola Company (The),NYSE,31-12-17,22155,35410,1760
Coca-Cola Company (The),NYSE,31-12-18,20086,31856,1760
Coca-Cola Company (The),NYSE,31-03-11,6569,10517,880
Coca-Cola Company (The),NYSE,30-06-11,7748,12737,880
Coca-Cola Company (The),NYSE,30-09-11,7373,12248,880
Coca-Cola Company (The),NYSE,31-12-11,6637,11040,1760
Coca-Cola Company (The),NYSE,31-03-12,6789,11137,880
Coca-Cola Company (The),NYSE,30-06-12,7861,13085,880
Coca-Cola Company (The),NYSE,30-09-12,7487,12340,1760
Coca-Cola Company (The),NYSE,31-12-12,6827,11455,1760
Coca-Cola Company (The),NYSE,31-03-13,6711,11035,1760
Coca-Cola Company (The),NYSE,30-06-13,7760,12749,1760
Coca-Cola Company (The),NYSE,30-09-13,7237,12030,1760
Coca-Cola Company (The),NYSE,31-12-13,6725,11040,1760
Coca-Cola Company (The),NYSE,31-03-14,6493,10576,1760
Coca-Cola Company (The),NYSE,30-06-14,7755,12574,1760
Coca-Cola Company (The),NYSE,30-09-14,7346,11976,1760
Coca-Cola Company (The),NYSE,31-12-14,6515,10872,1760
Coca-Cola Company (The),NYSE,31-03-15,6608,10711,1760
Coca-Cola Company (The),NYSE,30-06-15,7408,12156,1760
Coca-Cola Company (The),NYSE,30-09-15,6850,11427,1760
Coca-Cola Company (The),NYSE,31-12-15,5946,10000,1760
Coca-Cola Company (The),NYSE,31-03-16,6213,10282,1760
Coca-Cola Company (The),NYSE,30-06-16,7068,11539,1760
Coca-Cola Company (The),NYSE,30-09-16,6502,10633,1760
Coca-Cola Company (The),NYSE,31-12-16,5615,9409,1760
Coca-Cola Company (The),NYSE,31-03-17,5605,9118,1760
Coca-Cola Company (The),NYSE,30-06-17,6043,9702,1760
Coca-Cola Company (The),NYSE,30-09-17,5684,9078,1760
Coca-Cola Company (The),NYSE,31-12-17,4823,7512,1760
Coca-Cola Company (The),NYSE,31-03-18,4888,7626,1760
Coca-Cola Company (The),NYSE,30-06-18,5675,8927,1760
Coca-Cola Company (The),NYSE,30-09-18,5186,8245,1760
Coca-Cola Company (The),NYSE,31-12-18,4337,7058,1760
McDonald's Corporation,NYSE,31-12-11,10686.6,27006,16.6
McDonald's Corporation,NYSE,31-12-12,10816.3,27567,16.6
McDonald's Corporation,NYSE,31-12-13,10902.7,28105.7,16.6
McDonald's Corporation,NYSE,31-12-14,10455.7,27441.3,16.6
McDonald's Corporation,NYSE,31-12-15,9789.2,25413,16.6
McDonald's Corporation,NYSE,31-12-16,10204.7,24621.9,16.6
McDonald's Corporation,NYSE,31-12-17,10620.8,22820.4,16.6
McDonald's Corporation,NYSE,31-12-18,10786,21025.2,16.6
McDonald's Corporation,NYSE,31-03-11,2340.6,6111.6,16.6
McDonald's Corporation,NYSE,30-06-11,2725.6,6905.4,16.6
McDonald's Corporation,NYSE,30-09-11,2906.8,7166.3,16.6
McDonald's Corporation,NYSE,31-12-11,2713.598,6822.699,16.6
McDonald's Corporation,NYSE,31-03-12,2517.5,6546.6,16.6
McDonald's Corporation,NYSE,30-06-12,2715.9,6915.9,16.6
McDonald's Corporation,NYSE,30-09-12,2854.6,7152.4,16.6
McDonald's Corporation,NYSE,31-12-12,2728.3,6952.099,16.6
McDonald's Corporation,NYSE,31-03-13,2484.1,6605.3,16.6
McDonald's Corporation,NYSE,30-06-13,2765.2,7083.8,16.6
McDonald's Corporation,NYSE,30-09-13,2910.6,7323.4,16.6
McDonald's Corporation,NYSE,31-12-13,2742.8,7093.199,16.6
McDonald's Corporation,NYSE,31-03-14,2516.1,6700.3,16.6
McDonald's Corporation,NYSE,30-06-14,2784.3,7181.7,16.6
McDonald's Corporation,NYSE,30-09-14,2681.2,6987.1,16.6
McDonald's Corporation,NYSE,31-12-14,2474.103,6572.201,16.6
McDonald's Corporation,NYSE,31-03-15,2201,5958.9,16.6
McDonald's Corporation,NYSE,30-06-15,2490.4,6497.7,16.6
McDonald's Corporation,NYSE,30-09-15,2591.3,6615.1,16.6
McDonald's Corporation,NYSE,31-12-15,2506.5,6341.3,16.6
McDonald's Corporation,NYSE,31-03-16,2313.5,5903.9,16.6
McDonald's Corporation,NYSE,30-06-16,2586,6265,16.6
McDonald's Corporation,NYSE,30-09-16,2747,6424.1,16.6
McDonald's Corporation,NYSE,31-12-16,2558.201,6028.901,16.6
McDonald's Corporation,NYSE,31-03-17,2429.4,5675.9,16.6
McDonald's Corporation,NYSE,30-06-17,2708.4,6049.7,16.6
McDonald's Corporation,NYSE,30-09-17,2817.5,5754.6,16.6
McDonald's Corporation,NYSE,31-12-17,2665.5,5340.201,16.6
McDonald's Corporation,NYSE,31-03-18,2527.7,5138.9,16.6
McDonald's Corporation,NYSE,30-06-18,2739.5,5353.9,16.6
McDonald's Corporation,NYSE,30-09-18,2822.1,5369.4,16.6
McDonald's Corporation,NYSE,31-12-18,2696.698,5162.999,16.6
3M Company,NYSE,31-12-11,13918,29611,9
3M Company,NYSE,31-12-12,14219,29904,9
3M Company,NYSE,31-12-13,14765,30871,9
3M Company,NYSE,31-12-14,15374,31821,9
3M Company,NYSE,31-12-15,14891,30274,9
3M Company,NYSE,31-12-16,14991,30109,9
3M Company,NYSE,31-12-17,15602,31657,9
3M Company,NYSE,31-12-18,16083,32765,9
3M Company,NYSE,31-03-11,3509,7311,9
3M Company,NYSE,30-06-11,3640,7680,9
3M Company,NYSE,30-09-11,3504,7531,9
3M Company,NYSE,31-12-11,3265,7089,9
3M Company,NYSE,31-03-12,3597,7486,9
3M Company,NYSE,30-06-12,3664,7534,9
3M Company,NYSE,30-09-12,3562,7497,9
3M Company,NYSE,31-12-12,3396,7387,9
3M Company,NYSE,31-03-13,3665,7634,9
3M Company,NYSE,30-06-13,3739,7752,9
3M Company,NYSE,30-09-13,3768,7916,9
3M Company,NYSE,31-12-13,3593,7569,9
3M Company,NYSE,31-03-14,3800,7831,9
3M Company,NYSE,30-06-14,3950,8134,9
3M Company,NYSE,30-09-14,3932,8137,9
3M Company,NYSE,31-12-14,3692,7719,9
3M Company,NYSE,31-03-15,3757,7578,9
3M Company,NYSE,30-06-15,3828,7686,9
3M Company,NYSE,30-09-15,3835,7712,9
3M Company,NYSE,31-12-15,3471,7298,9
3M Company,NYSE,31-03-16,3731,7409,9
3M Company,NYSE,30-06-16,3863,7662,9
3M Company,NYSE,30-09-16,3862,7709,9
3M Company,NYSE,31-12-16,3535,7329,9
3M Company,NYSE,31-03-17,3803,7685,9
3M Company,NYSE,30-06-17,3790,7810,9
3M Company,NYSE,30-09-17,4113,8172,9
3M Company,NYSE,31-12-17,3896,7990,9
3M Company,NYSE,31-03-18,4042,8278,9
3M Company,NYSE,30-06-18,4163,8390,9
3M Company,NYSE,30-09-18,3993,8152,9
3M Company,NYSE,31-12-18,3885,7945,9
"Merck & Co., Inc.",NYSE,31-12-11,31176,48047,1788
"Merck & Co., Inc.",NYSE,31-12-12,30821,47267,1788
"Merck & Co., Inc.",NYSE,31-12-13,27079,44033,1788
"Merck & Co., Inc.",NYSE,31-12-14,25469,42237,1788
"Merck & Co., Inc.",NYSE,31-12-15,24564,39498,1788
"Merck & Co., Inc.",NYSE,31-12-16,25777,39807,1788
"Merck & Co., Inc.",NYSE,31-12-17,27210,40122,1788
"Merck & Co., Inc.",NYSE,31-12-18,28785,42294,1788
"Merck & Co., Inc.",NYSE,31-03-11,7521,11580,1788
"Merck & Co., Inc.",NYSE,30-06-11,7867,12151,1788
"Merck & Co., Inc.",NYSE,30-09-11,7670,12022,1788
"Merck & Co., Inc.",NYSE,31-12-11,8118,12294,1788
"Merck & Co., Inc.",NYSE,31-03-12,7694,11731,1788
"Merck & Co., Inc.",NYSE,30-06-12,8199,12311,1788
"Merck & Co., Inc.",NYSE,30-09-12,7351,11488,1788
"Merck & Co., Inc.",NYSE,31-12-12,7577,11737,1788
"Merck & Co., Inc.",NYSE,31-03-13,6712,10671,1788
"Merck & Co., Inc.",NYSE,30-06-13,6726,11010,1788
"Merck & Co., Inc.",NYSE,30-09-13,6928,11032,1788
"Merck & Co., Inc.",NYSE,31-12-13,6713,11320,1788
"Merck & Co., Inc.",NYSE,31-03-14,6361,10264,1788
"Merck & Co., Inc.",NYSE,30-06-14,6041,10934,1788
"Merck & Co., Inc.",NYSE,30-09-14,6334,10557,1788
"Merck & Co., Inc.",NYSE,31-12-14,6733,10482,1788
"Merck & Co., Inc.",NYSE,31-03-15,5856,9425,1788
"Merck & Co., Inc.",NYSE,30-06-15,6031,9785,1788
"Merck & Co., Inc.",NYSE,30-09-15,6312,10073,1788
"Merck & Co., Inc.",NYSE,31-12-15,6365,10215,1788
"Merck & Co., Inc.",NYSE,31-03-16,5740,9312,1788
"Merck & Co., Inc.",NYSE,30-06-16,6266,9844,1788
"Merck & Co., Inc.",NYSE,30-09-16,7127,10536,1788
"Merck & Co., Inc.",NYSE,31-12-16,6644,10115,1788
"Merck & Co., Inc.",NYSE,31-03-17,6385,9434,1788
"Merck & Co., Inc.",NYSE,30-06-17,6814,9930,1788
"Merck & Co., Inc.",NYSE,30-09-17,7018,10325,1788
"Merck & Co., Inc.",NYSE,31-12-17,6993,10433,1788
"Merck & Co., Inc.",NYSE,31-03-18,6853,10037,1788
"Merck & Co., Inc.",NYSE,30-06-18,7048,10465,1788
"Merck & Co., Inc.",NYSE,30-09-18,7175,10794,1788
"Merck & Co., Inc.",NYSE,31-12-18,7709,10998,1788
Microsoft Corporation,NSDQ,30-06-11,54366,69943,63415
Microsoft Corporation,NSDQ,30-06-12,56193,73723,65797
Microsoft Corporation,NSDQ,30-06-13,57464,77849,67306
Microsoft Corporation,NSDQ,30-06-14,59755,86833,68366
Microsoft Corporation,NSDQ,30-06-15,60542,93580,68465
Microsoft Corporation,NSDQ,30-06-16,58374,91154,68178
Microsoft Corporation,NSDQ,30-06-17,62310,96571,69315
